frame.time_epoch,ip.src,ip.dst,tcp.srcport,tcp.dstport,frame.len,_ws.col.Protocol,_ws.col.Info,label
1716194748.5131276,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   220; Unit:   1, Func:   3: Read Holding Registers",0
1716194748.5197885,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=1 Ack=1 Win=508 Len=12",0
1716194748.5200174,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   220; Unit:   1, Func:   3: Read Holding Registers",0
1716194748.5318131,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=1 Ack=13 Win=92 Len=13",0
1716194748.5361586,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   221; Unit:   1, Func:   3: Read Holding Registers",0
1716194748.543818,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=13 Ack=14 Win=508 Len=12",0
1716194748.5440168,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   221; Unit:   1, Func:   3: Read Holding Registers",0
1716194748.5558147,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=14 Ack=25 Win=92 Len=13",0
1716194748.5661764,192.168.20.54,192.168.20.59,49350,502,71,Modbus/TCP,"   Query: Trans:   222; Unit:   1, Func:  16: Write Multiple Registers",1
1716194748.5678265,192.168.20.54,192.168.20.59,49350,502,71,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=25 Ack=27 Win=508 Len=17",0
1716194748.5680287,192.168.20.59,192.168.20.54,502,49350,66,Modbus/TCP,"Response: Trans:   222; Unit:   1, Func:  16: Write Multiple Registers",1
1716194748.5798132,192.168.20.59,192.168.20.54,502,49350,66,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=27 Ack=42 Win=92 Len=12",0
1716194748.6265385,192.168.20.54,192.168.20.59,49350,502,60,TCP,49350 → 502 [ACK] Seq=42 Ack=39 Win=508 Len=0,0
1716194748.6277573,192.168.20.54,192.168.20.59,49350,502,54,TCP,[TCP Dup ACK 13#1] 49350 → 502 [ACK] Seq=42 Ack=39 Win=508 Len=0,0
1716194753.940339,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   223; Unit:   1, Func:   3: Read Holding Registers",0
1716194753.9477837,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=42 Ack=39 Win=508 Len=12",0
1716194753.9480116,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   223; Unit:   1, Func:   3: Read Holding Registers",0
1716194753.9638176,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=39 Ack=54 Win=92 Len=13",0
1716194753.9788477,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   224; Unit:   1, Func:   3: Read Holding Registers",0
1716194753.9877803,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=54 Ack=52 Win=507 Len=12",0
1716194753.9880033,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   224; Unit:   1, Func:   3: Read Holding Registers",0
1716194754.0038323,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=52 Ack=66 Win=92 Len=13",0
1716194754.0096784,192.168.20.54,192.168.20.59,49350,502,71,Modbus/TCP,"   Query: Trans:   225; Unit:   1, Func:  16: Write Multiple Registers",1
1716194754.015831,192.168.20.54,192.168.20.59,49350,502,71,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=66 Ack=65 Win=507 Len=17",0
1716194754.0160396,192.168.20.59,192.168.20.54,502,49350,66,Modbus/TCP,"Response: Trans:   225; Unit:   1, Func:  16: Write Multiple Registers",1
1716194754.0278063,192.168.20.59,192.168.20.54,502,49350,66,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=65 Ack=83 Win=92 Len=12",0
1716194754.084322,192.168.20.54,192.168.20.59,49350,502,60,TCP,49350 → 502 [ACK] Seq=83 Ack=77 Win=507 Len=0,0
1716194754.0917776,192.168.20.54,192.168.20.59,49350,502,54,TCP,[TCP Dup ACK 27#1] 49350 → 502 [ACK] Seq=83 Ack=77 Win=507 Len=0,0
1716194759.387256,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   226; Unit:   1, Func:   3: Read Holding Registers",0
1716194759.387791,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=83 Ack=77 Win=507 Len=12",0
1716194759.3880203,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   226; Unit:   1, Func:   3: Read Holding Registers",0
1716194759.3998148,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=77 Ack=95 Win=92 Len=13",0
1716194759.409868,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   227; Unit:   1, Func:   3: Read Holding Registers",0
1716194759.4118176,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=95 Ack=90 Win=507 Len=12",0
1716194759.412017,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   227; Unit:   1, Func:   3: Read Holding Registers",0
1716194759.423814,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=90 Ack=107 Win=92 Len=13",0
1716194759.4283316,192.168.20.54,192.168.20.59,49350,502,71,Modbus/TCP,"   Query: Trans:   228; Unit:   1, Func:  16: Write Multiple Registers",1
1716194759.435825,192.168.20.54,192.168.20.59,49350,502,71,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=107 Ack=103 Win=507 Len=17",0
1716194759.436044,192.168.20.59,192.168.20.54,502,49350,66,Modbus/TCP,"Response: Trans:   228; Unit:   1, Func:  16: Write Multiple Registers",1
1716194759.4479327,192.168.20.59,192.168.20.54,502,49350,66,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=103 Ack=124 Win=92 Len=12",0
1716194759.5006967,192.168.20.54,192.168.20.59,49350,502,60,TCP,49350 → 502 [ACK] Seq=124 Ack=115 Win=507 Len=0,0
1716194759.5077612,192.168.20.54,192.168.20.59,49350,502,54,TCP,[TCP Dup ACK 41#1] 49350 → 502 [ACK] Seq=124 Ack=115 Win=507 Len=0,0
1716194764.8204477,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   229; Unit:   1, Func:   3: Read Holding Registers",0
1716194764.831787,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=124 Ack=115 Win=507 Len=12",0
1716194764.832042,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   229; Unit:   1, Func:   3: Read Holding Registers",0
1716194764.8438177,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=115 Ack=136 Win=92 Len=13",0
1716194764.8862128,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   230; Unit:   1, Func:   3: Read Holding Registers",0
1716194764.8917618,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=136 Ack=128 Win=507 Len=12",0
1716194764.8919823,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   230; Unit:   1, Func:   3: Read Holding Registers",0
1716194764.9078202,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=128 Ack=148 Win=92 Len=13",0
1716194764.917307,192.168.20.54,192.168.20.59,49350,502,71,Modbus/TCP,"   Query: Trans:   231; Unit:   1, Func:  16: Write Multiple Registers",1
1716194764.9198172,192.168.20.54,192.168.20.59,49350,502,71,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=148 Ack=141 Win=507 Len=17",0
1716194764.92002,192.168.20.59,192.168.20.54,502,49350,66,Modbus/TCP,"Response: Trans:   231; Unit:   1, Func:  16: Write Multiple Registers",1
1716194764.9318247,192.168.20.59,192.168.20.54,502,49350,66,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=141 Ack=165 Win=92 Len=12",0
1716194765.0246603,192.168.20.54,192.168.20.59,49350,502,60,TCP,49350 → 502 [ACK] Seq=165 Ack=153 Win=507 Len=0,0
1716194765.027745,192.168.20.54,192.168.20.59,49350,502,54,TCP,[TCP Dup ACK 55#1] 49350 → 502 [ACK] Seq=165 Ack=153 Win=507 Len=0,0
1716194770.3342965,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   232; Unit:   1, Func:   3: Read Holding Registers",0
1716194770.335756,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=165 Ack=153 Win=507 Len=12",0
1716194770.3359823,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   232; Unit:   1, Func:   3: Read Holding Registers",0
1716194770.3478,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=153 Ack=177 Win=92 Len=13",0
1716194770.3656008,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   233; Unit:   1, Func:   3: Read Holding Registers",0
1716194770.3718739,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=177 Ack=166 Win=513 Len=12",0
1716194770.3720465,192.168.20.59,192.168.20.54,502,49350,67,Modbus/TCP,"Response: Trans:   233; Unit:   1, Func:   3: Read Holding Registers",0
1716194770.3837872,192.168.20.59,192.168.20.54,502,49350,67,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=166 Ack=189 Win=92 Len=13",0
1716194770.388898,192.168.20.54,192.168.20.59,49350,502,71,Modbus/TCP,"   Query: Trans:   234; Unit:   1, Func:  16: Write Multiple Registers",1
1716194770.3957894,192.168.20.54,192.168.20.59,49350,502,71,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=189 Ack=179 Win=513 Len=17",0
1716194770.3959744,192.168.20.59,192.168.20.54,502,49350,66,Modbus/TCP,"Response: Trans:   234; Unit:   1, Func:  16: Write Multiple Registers",1
1716194770.4077885,192.168.20.59,192.168.20.54,502,49350,66,TCP,"[TCP Retransmission] 502 → 49350 [PSH, ACK] Seq=179 Ack=206 Win=92 Len=12",0
1716194770.4551957,192.168.20.54,192.168.20.59,49350,502,60,TCP,49350 → 502 [ACK] Seq=206 Ack=191 Win=513 Len=0,0
1716194770.459778,192.168.20.54,192.168.20.59,49350,502,54,TCP,[TCP Dup ACK 69#1] 49350 → 502 [ACK] Seq=206 Ack=191 Win=513 Len=0,0
1716194775.7826273,192.168.20.54,192.168.20.59,49350,502,66,Modbus/TCP,"   Query: Trans:   235; Unit:   1, Func:   3: Read Holding Registers",0
1716194776.0365546,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=206 Ack=191 Win=513 Len=12",0
1716194776.3502047,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=206 Ack=191 Win=513 Len=12",0
1716194776.94727,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=206 Ack=191 Win=513 Len=12",0
1716194778.151831,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=206 Ack=191 Win=513 Len=12",0
1716194780.558875,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=206 Ack=191 Win=513 Len=12",0
1716194785.3705273,192.168.20.54,192.168.20.59,49350,502,66,TCP,"[TCP Retransmission] 49350 → 502 [PSH, ACK] Seq=206 Ack=191 Win=513 Len=12",0
1716194785.7973,192.168.20.54,192.168.20.59,49350,502,60,TCP,"49350 → 502 [FIN, ACK] Seq=218 Ack=191 Win=513 Len=0",0
1716194785.8175423,192.168.20.54,192.168.20.59,50473,502,66,TCP,50473 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194786.8258638,192.168.20.54,192.168.20.59,50473,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50473 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194788.8290331,192.168.20.54,192.168.20.59,50473,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50473 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194792.8450253,192.168.20.54,192.168.20.59,50473,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50473 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194794.974052,192.168.20.54,192.168.20.59,49350,502,60,TCP,"49350 → 502 [RST, ACK] Seq=219 Ack=191 Win=0 Len=0",0
1716194800.853612,192.168.20.54,192.168.20.59,50473,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50473 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194806.8902383,192.168.20.54,192.168.20.59,50523,502,66,TCP,50523 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194807.8896556,192.168.20.54,192.168.20.59,50523,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50523 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194809.9013247,192.168.20.54,192.168.20.59,50523,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50523 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194813.9031177,192.168.20.54,192.168.20.59,50523,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50523 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194821.9038084,192.168.20.54,192.168.20.59,50523,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50523 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194833.2923946,192.168.20.54,192.168.20.59,50586,502,66,TCP,50586 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194834.3003924,192.168.20.54,192.168.20.59,50586,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50586 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194836.3083036,192.168.20.54,192.168.20.59,50586,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50586 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194840.3169403,192.168.20.54,192.168.20.59,50586,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50586 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194848.3174007,192.168.20.54,192.168.20.59,50586,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50586 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194859.728888,192.168.20.54,192.168.20.59,50641,502,66,TCP,50641 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194860.7350304,192.168.20.54,192.168.20.59,50641,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50641 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194862.737824,192.168.20.54,192.168.20.59,50641,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50641 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194866.7500691,192.168.20.54,192.168.20.59,50641,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50641 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194874.7543898,192.168.20.54,192.168.20.59,50641,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50641 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194886.1592293,192.168.20.54,192.168.20.59,50692,502,66,TCP,50692 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194887.1623137,192.168.20.54,192.168.20.59,50692,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50692 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194889.1697044,192.168.20.54,192.168.20.59,50692,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50692 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194893.1756892,192.168.20.54,192.168.20.59,50692,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50692 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194901.18563,192.168.20.54,192.168.20.59,50692,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50692 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194912.5887647,192.168.20.54,192.168.20.59,50749,502,66,TCP,50749 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194913.601182,192.168.20.54,192.168.20.59,50749,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50749 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194915.6098144,192.168.20.54,192.168.20.59,50749,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50749 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194919.6118028,192.168.20.54,192.168.20.59,50749,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50749 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194927.625187,192.168.20.54,192.168.20.59,50749,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50749 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194939.0036376,192.168.20.54,192.168.20.59,50806,502,66,TCP,50806 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194940.0178044,192.168.20.54,192.168.20.59,50806,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50806 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194942.0233605,192.168.20.54,192.168.20.59,50806,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50806 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194946.0332603,192.168.20.54,192.168.20.59,50806,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50806 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194954.033574,192.168.20.54,192.168.20.59,50806,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50806 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194965.4204059,192.168.20.54,192.168.20.59,50867,502,66,TCP,50867 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194966.468593,192.168.20.54,192.168.20.59,50867,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50867 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194968.4308045,192.168.20.54,192.168.20.59,50867,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50867 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194972.4503295,192.168.20.54,192.168.20.59,50867,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50867 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194980.4591663,192.168.20.54,192.168.20.59,50867,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50867 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194991.8592043,192.168.20.54,192.168.20.59,50927,502,66,TCP,50927 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194992.862024,192.168.20.54,192.168.20.59,50927,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50927 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194994.871204,192.168.20.54,192.168.20.59,50927,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50927 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716194998.877211,192.168.20.54,192.168.20.59,50927,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50927 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195006.8869622,192.168.20.54,192.168.20.59,50927,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50927 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195018.2878783,192.168.20.54,192.168.20.59,50991,502,66,TCP,50991 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195019.2940583,192.168.20.54,192.168.20.59,50991,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50991 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195021.3081508,192.168.20.54,192.168.20.59,50991,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50991 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195025.3151884,192.168.20.54,192.168.20.59,50991,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50991 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195033.32908,192.168.20.54,192.168.20.59,50991,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 50991 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195044.710935,192.168.20.54,192.168.20.59,51053,502,66,TCP,51053 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195045.712731,192.168.20.54,192.168.20.59,51053,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 51053 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195047.725309,192.168.20.54,192.168.20.59,51053,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 51053 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195051.729427,192.168.20.54,192.168.20.59,51053,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 51053 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195059.73108,192.168.20.54,192.168.20.59,51053,502,66,TCP,[TCP Retransmission] [TCP Port numbers reused] 51053 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
1716195071.124361,192.168.20.54,192.168.20.59,51109,502,66,TCP,51109 → 502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1,0
